Chrysanthellum Indicum (Golden Chamomile) Extract,Best,"Soothing, Anti-Aging","Soothing, Anti-Aging, Plant Extracts, Antioxidant",,"Chrysanthellum indicum is a form of chamomile that, like other forms, has soothing properties when applied to skin. Golden chamomile seems to have a stronger anti-redness effect due to its unique mix of soothing compounds, all of which can be helpful if you struggle with visibly reddened or extra-sensitive skin. Amounts of 0.5% have been shown to visibly reduce skin discolorations, most likely due to flavonoid compounds luteolin and acacetin-7-O-rutinoside; however, this study was in-vitro and looked at tyrosinase (a melanin-fueling enzyme) formation on mushrooms, not human skin. Still, it’s an intriguing possibility."
Chrysanthemum Extract,Best,"Soothing, Anti-Aging","Soothing, Anti-Aging, Plant Extracts, Antioxidant",,Chrysanthemum extract can provide skin-soothing benefits.
Citrullus Lanatus (Watermelon) Fruit Extract,Best,"Anti-Aging, Hydration","Anti-Aging, Hydration, Antioxidant, Plant Extracts","Extract derived from watermelon that is rich in antioxidants, particularly lycopene | Can help defend skin from environmental stressors and the visible effects of sun damage | May also help visibly calm redness in skin | Sensitive to air and light, hence opaque, air-restrictive packaging is crucial","Citrullus lanatus (watermelon) fruit extract is a rich source of antioxidants, including the carotenoid pigment lycopene, beta-carotene and lutein. As such, it can help defend skin from environmental stressors and the visible effects of sun damage. Watermelon also contains beneficial vitamins A, B, C, and E, as well as amino acids (including arginine), making this a well-rounded skin care ingredient to consider. Interestingly, there is additional research indicating Citrullus lanatus (watermelon) fruit extract may help visibly calm redness in skin thanks to its high lycopene content; lycopene has soothing properties for all skin types. Citrullus lanatus (watermelon) fruit extract can be considered an “upcycled” skin care ingredient when the byproducts of watermelon food waste (including watermelon rinds) are repurposed and extracted for cosmetic use. As with other antioxidants, Citrullus lanatus (watermelon) fruit extract is sensitive to air and light. Hence, it is important that skin care products containing this ingredient be packaged in opaque, air-restrictive components (such as a pump bottle that isn’t see-through)."
Citrullus Lanatus (Watermelon) Seed Oil,Best,"Anti-Aging, Hydration","Anti-Aging, Hydration, Antioxidant, Plant Extracts","Non-fragrant oil from watermelon seeds | Rich source of hydrating, soothing fatty acids | Chockful of antioxidants | Considered one of the more stable plant oils","Citrullus lanatus (watermelon) seed oil is a non-fragrant plant oil that contains several fatty acids which, in combination, hydrate, replenish, and soothe skin. The seed oil’s fatty acids include palmitic, linoleic, oleic, and stearic. This clear to pale yellow oil has a lighter feel on skin due to its higher concentration of polyunsaturated and monounsaturated fatty acids. It is not known to clog pores, but this can be a highly individual response. Watermelon seeds are also excellent sources of polyphenolic and flavonoid antioxidants plus vitamin C, vitamin E, and B vitamins thiamine and riboflavin. It works best in creams or lotions as these types of emulsions are proven to enhance this oil’s stability. As a food grade oil, Citrullus lanatus (watermelon) seed oil may be used in any amount in cosmetics. Bonus: using the seeds for their oil content not only helps skin but it also reduces waste since watermelon seeds are normally discarded in favor of the fruit and rind."
Clitoria Ternatea (Butterfly Pea) Flower Extract,Best,"Soothing, Anti-Aging","Soothing, Anti-Aging, Antioxidant, Plant Extracts","Perennial herb whose roots contain compounds that calm skin and visibly reduce redness | Source of skin-beneficial antioxidants, including quercetin and anthocyanins | Has been shown in studies to also have anti-glycation (and thereby anti-wrinkle) properties | Also used in the food industry and is known as “blue matcha” thanks to its lavender to deep blue hue | The flowers of this plant do not contain aromatic compounds known to irritate skin","Clitoria ternatea is a perennial herb more commonly known as butterfly pea because of the pea-shaped, wing-like flowers it produces. All parts of this plant have benefit for skin, making it an interesting natural ingredient to consider. The root portion of this plant contains numerous compounds that have been shown to calm skin and visibly reduce redness from external irritants. All parts of the plant can increase the presence of the body’s “master antioxidant”, glutathione, as well as act as an antioxidant itself. Of note, Clitoria ternatea is a source of skin-beneficial quercetin and anthocyanins. The flower extract from butterfly pea has been shown in studies to also have anti-glycation properties. This is important for younger-looking skin, because by-products from glycation (a process in which rogue sugar molecules break down proteins in the body) can lead to collagen loss, resulting in wrinkles becoming more prominent and firmness decreasing. Butterfly pea (also known as “blue matcha”) is native to regions in Asia but is also found in Africa, America, and Australia. Its richly colored flowers produce a noticeable hue in extract form ranging from lavender to deep blue. Concentration levels for this plant extract haven’t been firmly established; however, it takes very little to impart color, and the pigment is the rich source of antioxidant pigments known as anthocyanins. Note: The flowers of this plant do not contain aromatic compounds known to irritate skin."
Coccinia Indica (Ivy Gourd) Fruit Extract,Best,"Hydration, Anti-Aging","Hydration, Anti-Aging, Plant Extracts, Antioxidant",,"A fruit whose components can help shield skin from an imbalance of naturally-occurring substances on skin’s surface; however, there’s minimal research attesting to its other benefits for skin, save for being a natural skin-conditioning agent."
Cocoa Butter,Best,"Hydration, Anti-Aging","Hydration, Anti-Aging, Emollient, Plant Extracts, Antioxidant",,"Oil extracted from cocoa beans, used as an emollient and with properties similar to those of other non-fragrant plant oils. Cocoa butter is a rich source of antioxidant polyphenols."
Cocoa Extract,Best,Anti-Aging,"Anti-Aging, Antioxidant, Plant Extracts",,Can have potent antioxidant properties.
Coconut Oil,Best,Hydration,"Hydration, Emollient, Plant Extracts, Antioxidant","Non-volatile, non-fragrant plant kernel oil | Has emollient properties for skin | Is a rich source of medium-chain fatty acids | Does not provide sufficient sun protection for skin","Non-volatile, non-fragrant plant kernel oil whose high saturated fat content has emollient properties for skin. Coconut oil is a rich source of medium-chain fatty acids, also known as medium-chain triglycerides. Used by itself as a moisturizer, coconut oil’s effectiveness is similar to that of mineral oil. Oral consumption of virgin coconut oil has been shown to increase the antioxidant content of skin compared to olive and sunflower oils. Contrary to claims, coconut oil does not provide sufficient sun protection for skin. Research has shown it only screens about 20% of UV light before it can damage skin, which means 80% still gets through. Therefore, skipping regular, broad spectrum sunscreen in favor of coconut oil is putting your skin at risk for early signs of aging and other undesirable effects."
Cocos Nucifera (Coconut) Fruit Extract,Best,"Hydration, Anti-Aging","Hydration, Anti-Aging, Emollient, Plant Extracts, Antioxidant",,"The extract of the fruit of the coconut tree, this ingredient is rich in skin-conditioning fatty acids, proteins, and complex B vitamins."
Cocos Nucifera (Coconut) Oil,Best,Hydration,"Hydration, Emollient",,"Cocos nucifera (coconut) oil is a non-volatile, non-fragrant plant kernel oil whose high saturated fat content has emollient properties for skin. This oil is a rich source of medium-chain fatty acids, also known as medium-chain triglycerides. Used by itself as a moisturizer, coconut oil’s effectiveness is similar to that of mineral oil. Oral consumption of virgin coconut oil has been shown to increase the antioxidant content of skin compared to olive and sunflower oils. Contrary to claims, coconut oil does not provide sufficient sun protection for skin. Research has shown it only screens about 20% of UV light before it can damage skin, which means 80% still gets through. Therefore, skipping regular, broad spectrum sunscreen in favor of coconut oil is putting your skin at risk for early signs of aging and other undesirable effects."
Cocus Nucifera,Best,Hydration,"Hydration, Plant Extracts, Emollient",,"Cocos nucifera is the extract of the fruit of the coconut tree, this ingredient is rich in skin-conditioning fatty acids, proteins, and complex B vitamins."
Coenzyme Q10,Best,"Anti-Aging, Soothing","Anti-Aging, Soothing, Antioxidant",,"Coenzyme Q10, also known as ubiquinone, is a vitamin-like, fat-soluble substance naturally present in the body. A handful of studies have shown that coenzyme Q10 (CoQ10) may help improve the appearance of signs of aging.There is also research showing that environmental factors deplete the presence of CoQ10 in the skin. The latest research suggests that topical application of CoQ10 has antioxidant and skin-soothing effects. As such, it is one of many helpful antioxidants for skin, but it is not the only one or the “best.”"
Coffea Arabica (Coffee) Fruit Extract,Best,"Anti-Aging, Evens Skin Tone, Soothing","Anti-Aging, Evens Skin Tone, Soothing, Plant Extracts, Antioxidant","Coffee fruit extract with strong anti-aging benefit | Delivers soothing action to keep skin calm | Derived from the ""cherry"" of the coffee plant | Backed by research for topical and oral use","Coffea arabica (coffee) fruit extract is rich in beneficial nutrients for skin, including compounds that offer anti-aging and soothing properties. More specifically, studies have shown this antioxidant-rich extract has potential to help with various skin issues related to UV/pollutant exposure, including uneven tone, wrinkles, loss of elasticity and collagen degradation. Coffea arabica fruit extract comes from the fleshy “cherry” portion of the coffee plant that contains the seeds (beans). This utilizes the entire fruit profile, not just the beans. As is the case for all plant extracts, the effectiveness of Coffea arabica fruit extract can vary depending on the extraction method and formulation in which it’s used. Coffee extracts often show up in products claiming to minimize puffy eyes, lift skin or reduce cellulite, with implications the caffeine content is responsible for these benefits. However, research continues to be inconclusive with mixed results regarding caffeine’s direct effects on skin. For a deeper dive into the science, see the related ingredient entry for caffeine. Studies have shown that coffee extracts are generally safe for topical application, with the typical use level being 1–6% when in a blend with water and/or glycerin. As with any botanical extract, skin irritation is possible if you have an allergy to this particular ingredient, although such occurrences are rare. Beyond topical application, studies suggest consuming coffee extracts orally can provide skin benefits, such as improved hydration and elasticity. Specifically, the extracts from unroasted (green) Coffea arabica beans (often used in supplements) offer a rich mix of bioactive nutrients with potential to boost skin’s healthy appearance."
Coffea Arabica (Coffee) Seed Oil,Best,"Anti-Aging, Hydration","Anti-Aging, Hydration, Plant Extracts, Antioxidant, Emollient","Concentrated, non-fragrant oil from the coffee bean plant | Can help restore skin and contribute to a healthier, smoother look and feel | Rich source of antioxidants","The concentrated oil from the coffee bean plant, which is green, not dark brown as this color doesn’t occur until coffee beans are roasted. Research on this oil’s effect on skin is intriguing. In vitro tests on skin samples and sections of human skin have shown topical application can help restore skin and contribute to a healthier, smoother look and feel. This non-fragrant plant oil also appears to stimulate pathways in skin that lead to greater moisture retention. Although that news is encouraging, at this point there’s little research to go on. However, coffee seed extract and oil are a rich source of antioxidants whether consumed (as in beverages) or applied to skin. We’re hopeful that ongoing research will reveal all forms of coffee to have benefits for skin."
Coffea Arabica Seed Extract,Best,"Anti-Aging, Evens Skin Tone","Anti-Aging, Evens Skin Tone, Plant Extracts, Antioxidant",Natural extract derived from coffee beans | Offers anti-aging + skin defense benefits | May also help with uneven skin tone | Backed by research for topical and oral use,"Coffea arabica seed extract is a natural skin care ingredient derived from coffee beans. Rich in antioxidants, this extract offers anti-aging benefits and helps protect skin from environmental stressors such as pollution and UV exposure. Some studies suggest Coffea arabica seed extract can help visibly reduce the appearance of skin discolorations, although its efficacy isn’t as strong as other proven ingredients in this area. The nutrient profile of Coffea arabica seed extract differs depending on the geographical origin and extraction method. In cosmetics, Coffea arabica seeds are typically roasted to remove moisture and ground into a powder that is further processed. Research indicates unroasted Coffea arabica seed extract typically demonstrates stronger antioxidant activity compared to the roasted form. However, for some varieties the exact opposite was noted with roasting, increasing the antioxidant capacity. This suggests results are dependent on the chemical composition of the specific variety, as well as degree of roasting. Caffeine, often associated with coffee-derived skin care products, has been studied for its potential benefits on skin. While research is ongoing, caffeine’s direct effects on issues such as puffy eyes and cellulite remain inconclusive. For a deeper dive into the science, see the related ingredient entry for caffeine. Studies have shown Coffea arabica seed extract is safe for topical application in amounts as high as 6%. As with any botanical extract, skin irritation is possible if you have an allergy to this particular ingredient, although this is considered rare. Beyond topical use, research suggests oral consumption of unroasted Coffea arabica seed extract (often found in supplements) may offer additional skin benefits due to its rich blend of bioactive nutrients. Likewise, the roasted coffee beans in your morning cup of Joe provide antioxidants that are beneficial for skin."
Coleus Forskohlii Root Extract,Best,"Hydration, Anti-Aging","Hydration, Anti-Aging, Humectant, Antioxidant","Plant extract native to Asia, used for centuries in Ayurveda | Compounds in the root have documented benefits for numerous skin concerns | Noted for its role in helping to alleviate signs of puffiness and uneven texture | Offers antioxidant and soothing properties","Coleus forskohlii , also known as Coleus barbatus and Plectranthus barbatus , a member of the mint and lavender family (lamiaceae), is an herb historically used in Ayurveda (Ayurvedic medicine), Several compounds in its roots and leaves have been identified and studied for their pharmaceutical and cosmetic properties. Worth noting is that while the leaves of this plant are aromatic and a problem for skin (just like lavender and mint leaves), the root does not pose this risk when applied to skin. The main bioactive ingredient in _Coleus forskohlii_ is called forskolin_, a compound that has antioxidant and soothing properties. Several studies have been conducted to evaluate the capacity of Coleus forskohlii_ root extract to visibly improve areas of the body impacted by puffiness and uneven texture. Data from reputable ingredient suppliers has shown a noticeable reduction in eye-area concerns related to puffiness and what’s commonly referred to as undereye bags. Very interestingly, in both in-vitro and in vivo studies, forskolin showed the ability to help protect skin exposed to UV light. It helps shield skin’s surface before deeper damage can occur (but of course does not replace the need for sunscreens that contain approved UV filters). Last but not least, several compounds extracted from the root of Coleus forskohlii show potential to help visibly improve common skin issues around breakouts and sensitive skin."
Collagen,Best,"Anti-Aging, Hydration","Anti-Aging, Hydration, Humectant",Critical component of skin | Protein that provides skin structure | Loss of collagen leads to multiple signs of aging | Functions topically as a humectant,"Collagen is a protein that is a critical component of skin’s extracellular matrix, or ECM. It is the most abundant protein in the human body. Collagen provides structure and support for skin’s basic architecture, in addition to defining cell behaviors and tissue function. Collagen depletion – either through the natural process of growing older or repeated environmental assault – is one of the key factors leading to signs of visible aging. When applied directly to skin, collagen’s largest benefit is as a humectant, binding water to help skin retain moisture. It does not, however, build new collagen. Its high molecular weight means it isn’t able to penetrate skin, and beneath the surface is where it would work optimally to restore skin firmness. However, this doesn’t mean you can’t promote collagen! There are other ingredients, among them key targeted peptides, that help to restore collagen within skin, improving the look and feel of firmness."
Collagen Extract,Best,"Anti-Aging, Hydration","Anti-Aging, Hydration, Humectant","Usually animal-derived | Cannot penetrate skin’s surface and cannot promote collagen production | Helps prevent water loss and promote hydration | In cosmetics, is also used as a texture enhancer","Collagen extract is collagen (a type of protein that provides structure and support for skin’s architecture) that is usually derived from tendon, skin, cartilage and bone of animals. When it is used in cosmetics, it goes through a purification process to ensure the end product is simply collagen. Though internally collagen is tasked with maintaining skin’s firmness and elasticity, when applied topically it does not have the same benefit (not even close). This is due to collagen extract’s large molecular weight, which prevents it from penetrating skin’s surface to impact the fibroblasts beneath. This does not mean that collagen extract isn’t skin-beneficial when used in cosmetics. It still functions as an effective humectant, preventing trans-epidermal water loss (TEWL), leaving skin looking refreshed, hydrated, and more supple. Collagen extract is also used as a texture enhancer in some cosmetics preparations. Use levels range from 0.5–5%, depending on the desired formulary goals."
Colloidal Oatmeal,Best,Soothing,"Soothing, Plant Extracts, Antioxidant",Form of oatmeal used in cosmetics | Can help soothe skin | United States Food & Drug Administration (FDA) categorizes colloidal oatmeal as a skin protectant,"Colloidal oatmeal is a form of oatmeal used in cosmetics and skin care products. It is produced by finely grinding oats, then boiling them. Research shows avenathramides, potent types of antioxidants found in oats (and colloidal oatmeal), can help soothe skin. A high concentration of beta-glucan and starches in colloidal oatmeal also mean it has water-binding properties and is an effective skin protectant. In fact, the United States Food & Drug Administration (FDA) categorizes colloidal oatmeal as a skin protectant, allowing it to be listed as an active ingredient on skin care products."
Corallina Officinalis Extract,Best,"Hydration, Anti-Aging","Hydration, Anti-Aging, Plant Extracts, Antioxidant, Emollient",,Corallina officinalis extract comes from a type of red seaweed. It has antioxidant and emollient properties in skin care products.
Cornflower,Best,"Soothing, Anti-Aging","Soothing, Anti-Aging, Plant Extracts, Antioxidant",,Can have skin-soothing properties.
Corn Oil,Best,Hydration,"Hydration, Emollient, Plant Extracts",,Emollient oil with properties similar to those of other nonfragrant plant oils.
Cranberry Seed Oil,Best,"Anti-Aging, Hydration, Soothing","Anti-Aging, Hydration, Soothing, Plant Extracts, Emollient, Antioxidant",Skin-soothing plant oil (fragrance-free) | Rich in nourishing omegas fatty acids | Delivers vitamin E to strengthen skin | Softens skin and improves moisture retention,"Cranberry seed oil has earned well-deserved attention for its skin-beneficial omega fatty acids and antioxidant compounds. Additionally, it helps soften and soothe skin, while improving hydration/moisture retention. Unlike fragrant essential oils, cranberry seed oil is fragrance-free, making it safe and non-irritating for skin. It can be used in pure, 100% concentration, which has a natural golden-to-yellow color. More details about this ingredient’s research-backed benefits for skin can be found by searching its Latin/INCI name, Vaccinium macrocarpon (cranberry) seed oil, in our database."
Creatine,Best,Hydration,"Hydration, Humectant",Amino acid found in the human body | Serves as a precursor to adenosine triphosphate | Improves the appearance of fine lines and wrinkles | Boosts skin firmness,"Creatine is an amino acid found in the human body and most types of meat and fish. This ingredient serves as the precursor to adenosine triphosphate, a skin-restoring and soothing agent. Creatine is located mostly in the body’s muscles and in the brain. Studies have shown that topically applied creatine can improve the appearance of fine lines and wrinkles. Additional studies have demonstrated that topical creatine can boost skin firmness. This amino acid may be animal-derived or synthetic; Paula’s Choice Skin care uses the latter. Typical usage levels of this concentrated ingredient in skin and hair care range from 0.5–1.4%. As a naturally occurring amino acid, it is considered safe as used in cosmetics."
Cucumis Melo (Melon) Fruit Extract,Best,Anti-Aging,"Anti-Aging, Antioxidant, Plant Extracts",,"More commonly known as cantaloupe or honeydew melon, Cucumis melo (melon) is a fruit rich in vitamins A and C and a wide range of various antioxidant compounds."
Cucurbita Pepo Seed Extract,Best,Anti-Aging,"Anti-Aging, Plant Extracts, Antioxidant",,Cucurbita pepo seed extract comes from a type of squash that is a very good source of antioxidant cartenoids and vitamin E. Pumpkin seed extract and pumpkin seed oil are also a great source of essential fatty acids (including linoleic acid) and zinc. It’s an excellent non-fragrant plant extract to see in cosmetics.
Cucurbitea Peponis,Best,Anti-Aging,"Anti-Aging, Plant Extracts, Antioxidant",,Cucurbita peponis is a type of squash that is a very good source of antioxidant cartenoids and vitamin E. Pumpkin seed extract and pumpkin seed oil are also a great source of essential fatty acids (including linoleic acid) and zinc. It’s an excellent non-fragrant plant extract to see in cosmetics.
Curcubita pepo (pumpkin) seed extract,Best,"Anti-Aging, Hydration","Anti-Aging, Hydration, Antioxidant, Plant Extracts, Humectant",Has antioxidant properties | Rich source of skin-reinforcing fatty acids | Also known as pumpkin seed extract | Seeds are also edible,"Curcubita pepo seed extract, familiarly known as pumpkin seed extract, comes from the seeds of the common pumpkin. It has several subspecies that produce fruit including yellow summer squash, zucchini, and the classic round orange pumpkin. In addition to the seeds being edible, their extract has significant benefits when applied topically. As with most plant extracts, Curcubita pepo seed extract has antioxidant properties that fight pro-aging free-radical damage. In addition, pumpkin seed extract is a rich source of fatty acids, among them linoleic, oleic, palmitic, and stearic acids. These fatty acids reinforce skin’s surface layers and barrier, resulting in a smoother, more even toned and youthful appearance."
Curcuma Longa Root,Best,"Soothing, Anti-Aging","Soothing, Anti-Aging, Antioxidant, Plant Extracts","Curcuma longa root is the source of the spice turmeric | Contains curcumin, a lipophilic, polyphenolic antioxidant pigment | Plays a compelling role in promoting healthier, normalized skin | Can help calm skin","Curcuma longa root is the source of the spice turmeric. It contains curcumin, a lipophilic, polyphenolic antioxidant pigment that gives turmeric its golden-yellow color. In addition to being a food seasoning, turmeric has numerous health benefits whether consumed orally vis foods and supplements or applied topically. Ongoing research has shown turmeric and the curcumin it contains play a safe and compelling role in promoting healthier, normalized skin. On skin, in vivo research has shown that turmeric and its derivatives interrupt signaling in surface cells that trigger signs of irritation. Turmeric helps calm skin and may even play a role in reducing the look of acne-related redness by modulating pathways to restore a healthier, more even appearance."
Curcumin,Best,"Soothing, Anti-Aging","Soothing, Anti-Aging, Antioxidant, Plant Extracts",,Potent antioxidant and soothing spice that can be effective in replenishing skin.
Cyanocobalamin,Best,"Anti-Aging, Soothing","Anti-Aging, Soothing, Antioxidant",Synthetic form of Vitamin B12 | Helps relieve sensitive and stressed skin | Protects against skin barrier damage,"Cyanocobalamin is a synthetic form of vitamin B12 (aka cobalamin), an important water-soluble vitamin that the body needs but cannot produce. Within the body, vitamin B12 is involved in red blood cell production, brain and nerve health and DNA synthesis. Naturally found in liver, oily fish, eggs and dairy products, this vitamin is also and most often used in oral supplements to treat vitamin deficiencies. Some foods, such as breads and cereals, are fortified with this essential nutrient. Vitamin B12 levels are linked to skin, hair, and nail health; indeed, people who have B12 deficiencies — or sometimes excess levels of this vitamin — can experience health complications, including acne. For skin, both oral and topical cyanocobalamin have been used to help prevent or reduce the occurrence of dermatological conditions such as atopic dermatitis and psoriasis, because of this vitamin’s ability to counter factors within skin that cause signs of irritation, especially for people with dry, itchy, or scaly skin. Studies from a major supplier of this ingredient in cosmetics plus additional independent research have shined a light on vitamin B12’s helpful role in defending skin from external stressors (including UV light) and supporting the skin’s microbiome. However, more research needs to be completed and this ingredient is not an approved UV active. Commercial vitamin B12 is mainly produced through bacterial fermentation. Use levels of cyanocobalamin in cosmetics typically range from 0.5–5%."
Daidzein,Best,Anti-Aging,"Anti-Aging, Antioxidant, Plant Extracts",A type of antioxidant known as an isoflavone found in soybeans | Pronounced ability to help skin better withstand environmental exposure | Improves signs of aging and texture changes coinciding with estrogen decline | Helps improve skin’s natural content of hyaluronic acid,"Daidzein is one of the primary isoflavone antioxidants found naturally in soy, although lesser amounts occur in other foods such as nuts, grapes, and cabbage. Research on human skin has shown it helps mitigate the cascade of oxidative and other damage triggered by exposure to UVB light. Indeed, one study showed daidzein reduced this damage by 71%! This also makes it a good soothing ingredient since it helps offset the multi-layer irritation UV light causes. This soy isoflavone has been shown to have protective benefits for skin’s underlying support, helping to maintain the look and feel of youthful firmness instead of leaving age-related deterioration unchecked. Daidzein is absorbed well, but research has shown its “sister” isoflavone genistein has better absorption; however, studies have also shown that combining daidzein and genistein offers greater benefits due to their natural affinity for skin and the distinctive benefits each provides. Research has also shown daidzein is more effective topically when formulated in a skin-friendly delivery system such as complex sugars known as cyclodextrins. Daidzein is considered safe and non-irritating as used in skin care, where amounts range from 0.02%–0.5% when used in pure form (rather than what naturally occurs in soy extracts)."
D-Alpha-Tocopherol,Best,"Anti-Aging, Evens Skin Tone","Anti-Aging, Evens Skin Tone, Antioxidant",,Antioxidant that’s considered the most effective form of vitamin E.
Decarboxy Carnosine HCL,Best,Hydration,"Hydration, Humectant, Peptides",Biomimetic peptide (meaning it is lab-engineered to emulate a natural peptide in the body) | Known for its antioxidant power and other anti-aging effects | Also goes by the name carcinine | Derivative of another peptide (carnosine),"Decarboxy carnosine HCL is a synthetic peptide that is biomimetic, meaning it is designed to emulate a natural peptide found in the body. It also goes by the name carcinine. In skin care, it’s most well-known for acting as an antioxidant, where it can help ward off the negative impacts environmental stressors have on skin. Suppliers of this ingredient tout its collagen-boosting benefits. At the time of this review, there isn’t enough peer-reviewed published research on decarboxy carnosine HCL to confirm that benefit, but it does look promising in terms of antiglycation effects. (Glycation is a process that impairs skin’s collagen and elastin, so inhibiting it is a good thing.) Because this ingredient is a derivative of carnosine, it is believed to offer many of the same anti-aging benefits. Carnosine is a lab-engineered peptide that also occurs naturally in the body and plays a role in maintaining skin and bodily health."
Diethylamino Hydroxybenzoyl Hexyl Benzoate,Best,Anti-Aging,"Anti-Aging, UV Filters","Synthetic sunscreen agent that helps shield skin against UVA rays | Approved as UV filter in many global markets but not in the U.S. | Protects skin from sun damage that could otherwise accelerate visible signs of aging | An oil-soluble, white-to-light-salmon colored granular powder in raw material form | Noted for excellent photostability","Diethylamino hydroxybenzoyl hexyl benzoate is a synthetic sunscreen agent that helps shield skin against UVA rays with peak absorption at 354 nm (the UVA range extends to 400 nm). Currently it is not an FDA-approved sunscreen agent in the United States; however, it is an approved UV filter in many other markets, including the European Union, China, Australia, and Japan at a 10% maximum concentration. Suppliers of this ingredient and research studies indicate that diethylamino hydroxybenzoyl hexyl benzoate offers excellent photostability. It is considered superior to avobenzone (another popular UVA spectrum sunscreen agent) in this regard and can be used alone or in tandem with other UV absorbers. It’s important to know, however, that avobenzone’s stability disadvantage can be overcome by several methods, making it a very effective UVA absorber. Diethylamino hydroxybenzoyl hexyl benzoate is lipophilic, meaning it is soluble in oils/fats/lipids, which positively impacts this ingredient’s affinity for the epidermis, since this layer of skin contains natural lipids. Due to its role of protecting skin from damaging UVA rays that accelerate signs of aging, diethylamino hydroxybenzoyl hexyl benzoate can be considered an anti-aging ingredient. This type of radiation is present all day long, and penetrates deeply into skin, where it causes a cascade of damage that leads to many signs of aging, such as coarse wrinkles and loss of firmness. In raw material form, diethylamino hydroxybenzoyl hexyl benzoate’s appearance is described as a white to light salmon colored granular powder. Due to its oil-soluble nature, diethylamino hydroxybenzoyl hexyl benzoate must be incorporated in the oil phase of emulsions. In 2008, the European Commission for Health & Consumer Protection submitted their opinion on the safety of diethylamino hydroxybenzoyl hexyl benzoate. Their Scientific Committee on Consumer Products report deemed it does not pose a risk to the health of the consumer at a maximum concentration of 10%."
Diglycerin,Best,Hydration,"Hydration, Humectant, Solvent",Humectant that boosts hydration within skin | Can also be used as a solvent or to improve foaming properties of a formula | Related to glycerin but noted as less sticky | May offer longer-lasting hydration than glycerin due to its higher molecular weight,"Diglycerin is a highly beneficial ingredient for individuals with dry or dehydrated skin, thanks to its humectant properties that enhance water retention within the skin. Besides its moisturizing capabilities, diglycerin serves as an effective solvent and can improve the viscosity of foam in personal care products. You can find this versatile ingredient in various products such as cleansers, lotions, shaving creams, shampoos, and makeup items. Created by bonding two glycerin molecules together, diglycerin suppliers claim it provides longer-lasting hydration compared to glycerin, owing to its higher molecular weight, which slows down penetration and allows it to remain on the skin for an extended period. Additionally, diglycerin is less sticky than glycerin, contributing to a more aesthetically pleasing user experience. That said, cosmetic chemists familiar with glycerin’s aesthetic drawbacks know how to combine it with other ingredients, such as dimethicone, for an improved sensorial experience. While the Cosmetic Ingredient Review (CIR) has not yet finalized their safety report on diglycerin, it is helpful to note that previous assessments for glycerin by the CIR concluded it as safe for cosmetic use. As of 2022, the highest reported concentration of diglycerin usage was 28% in skin cleansing products and up to 5% in non-spray face and neck products. In its raw form, diglycerin is a colorless to slightly yellow viscous liquid at room temperature."
Diheptyl Succinate,Best,Hydration,"Hydration, Texture Enhancer, Emollient","Lightweight, emollient texture enhancer | Sometimes used as a replacement for silicones in cosmetics | Considered highly renewable and biodegradable | Deemed safe as used in cosmetics","Diheptyl succinate is a lightweight, emollient texture enhancer that is synthetically produced from naturally occurring succinic acid and a colorless alcohol known as heptanol. It is sometimes used as a replacement for silicones in cosmetic products. One of the appealing aspects of diheptyl succinate for sustainability is that it is considered highly renewable and biodegradable and thus, “green”. The independent Cosmetic Ingredient Review panel has ruled diheptyl succinate is safe as used in cosmetics in amounts up to 5%."
Dimethicone,Best,Hydration,"Hydration, Silicone, Emollient","Commonly used emollient, known for its gentleness and silky feel | Recognized as a skin protectant (in concentrations 1-30%) by the U.S. FDA | Popular in oil-free moisturizers, thanks to its hydration-enhancing, non-greasy finish | May also be used sunscreen formulation to help the actives distribute evenly on skin | Considered synthetic, even though it’s derived from natural silicon","Dimethicone is a type of silicone (technically known as a non-volatile/linear silicone). It is one of the most frequently used emollient (softening) ingredients in moisturizers, well known for its gentleness and effectiveness. Dimethicone is recognized as a “skin protectant” by the U.S. FDA, when used in over-the-counter products in concentrations of 1-30%. It forms an air-permeable barrier that works to prevent moisture loss, so skin better retains hydration, while still allowing natural perspiration to evaporate. It imparts a wonderfully silky (but not greasy) feel, which makes it especially popular in oil-free moisturizers. Dimethicone may also be used with other ingredients such as alumina to coat zinc oxide or titanium dioxide in sunscreen formulation to help the actives distribute evenly on skin, providing uniform protection. Dimethicone is considered a synthetic ingredient, even though it’s derived from natural silicon. It has a long track record of being recognized as safe in cosmetic products."
